User_Id,content,created_at
483,Bagaimana cara mengatasi mager ?,42:03.0
529,Bagaimana cara menggali potensi diri,02:57.0
481,Bagaimana kualitas pelayanan publik di satu instansi daerah kalian?,35:51.0
401,Apa yang kamu lakukan didalam rumah jika sedang hujan ?,34:32.0
401,"Bagaimana peran serta Pemerintah dalam menghadapi banjir yang terjadi terutama di pelosok"" ?",35:28.0
401,Apa saja nama aplikasi penghasil koin untuk ditukarkan ke ovo atau gopay selain aplikasi ini ?,36:29.0
401,"Dimana rekomendasi tempat rekreasi yang murah meriah dan bagus untuk foto"", sebutkan beserta harganya",37:51.0
401,Apa rekomendasi susu untuk membantu program penggemukan badan ?,38:34.0
401,Apa yang menyebabkan Dejavu itu terjadi ?,03:51.0
401,"Apa saja lowongan freelancer untuk mahasiswa/i , kalopun ingin membuka online shop, dimana tempat membeli barang yg murah untuk di jual kembali ?",05:40.0
401,Apakah Indonesia sudah bisa di kategorikan sebagai negara merdeka?,06:27.0
401,Apa saran hp terbaik?,07:44.0
563,Apakah nilai menentukan masa depan?,03:15.0
481,Bagaimana cara melukis pemandangan yang indah?,40:06.0
481,Bagaimana cara tampil menarik namun sederhana?,40:58.0
481,Bagaimana cara menahan amarah?,13:17.0
567,"Jika anda adalah seorang mahasiswa dan sedang menempuh pendidikan, lalu orang tua anda menyarankan untuk bekerja,sedangkan anda sendiri sudah terbebani dengan banyaknya tugas kuliah,apa yang anda lakukan?",15:13.0
481,Apa saja tips agar lolos seleksi student exchange?,15:46.0
442,Berapa lama pencairan koin dari philoit ke dana/ovo/gopay ?,48:06.0
568,Kenapa cowok nggak cepet nyatain perasaan pdhl semua jg tau dia punya rasa?,00:44.0
350,Apa benar virus corona di sebabkan oleh kelalawar?,32:09.0
350,Apakah daerah kalian pernah terkena banjir?,34:13.0
350,Apa yang kalian lakukan jika sedang mengalami beban pikiran yang tinggi alias sedang stress?,36:19.0
350,Apa yang menyebabkan seseorang memakai narkoba?,37:52.0
350,Apa arti dari mimpi ular?,39:20.0
350,Dampak yang terjadi jika anak mengalami broken home,40:00.0
350,Siapa disini yang dulu pas kecil pernah di marahin emak abis -abisan terus berpikiran untuk kabur dari rumah?,43:19.0
481,Bagaimana cara mendesain logo maupun poster agar terlihat sangat menarik?,44:35.0
350,bisnis apa yang pengen banget kalian punya di masa depan?,44:58.0
481,Situs online apa saja yang memiliki berbagai jurnal ilmiah untuk referensi menulis skripsi?,45:42.0
350,Siapa penemu dari sistem zodiak?,46:08.0
350,Makanan apa yang paling kalian sukai?,46:36.0
350,Apa alasan kalian menyukai binatang tertentu?,47:37.0
350,"Kenapa di zaman sekarang ini sistem kerajaan sudah hilang di indonesia
apa yang menyebabkan dulu sistem kerajaan hilang diindonesia?",48:23.0
483,Bagaimana cara mnyembuhkan penyakit magh ?,44:22.0
529,Bagaimana cara mencegah bangunan dari bencana?,02:48.0
529,Apa peran indonesia dalam pbb?,32:38.0
529,Bagaimana cara mengatasi kecanduan narkoba?,48:16.0
481,Bagaimana pandangan kalian mengenai perempuan yang melakukan aborsi?,10:29.0
481,Apakah di daerah kalian sistem wajib belajar 12 tahun sudah efektif? Apakah masih ada lulusan di bawah kewajiban belajar tersebut?,12:08.0
442,Apa yang perlu dirubah atau dihilangkan dari sistem pendidikan di Indonesia?,21:53.0
394,Adakah disini yang suka ikutan give away?apakah itu merupakan hal konyol? Karena saya termasuk orang yang rajin dalam ikut giveaway.,15:11.0
481,Bagaimana pendapat kalian mengenai warga Natuna yang tidak ingin WNI dari China dikarantina di sana?,51:01.0
481,Apakah hukum di Indonesia itu tumpang tindih?,51:38.0
329,"Apa perbedaan CPU, GPU, Intgreted GPU, dan Chipset.",46:20.0
329,Apasih pentingnya pengecilan fabrikasi pada hardware?,00:28.0
529,Apa yang harus kita lakukan untuk mencegah tubuh dari segala penyakit,21:46.0
529,Bagaimana cara DPR menampung aspirasi dari masyarakat untuk kemudian dijadikan pembahasan dalam rapat?,26:00.0
529,Apa yang dapat kita ambil pelajaran dari kerajaan fiktif di indonesia?,36:03.0
483,Apa yang harus dilakukan saat mood kita buruk ?,14:15.0
483,Bagaimana cara Membuat jadwal kita lebih terstruktur dengan baik ?,15:05.0
483,Bagaimana cara mengatasi kantuk ?,16:52.0
483,Apa saja film komedi di indonesia yang patut untuk ditonton ulang ?,20:33.0
541,Perusahaan apa yang terkenal terancam bangkrut,01:32.0
425,Mengapa spongebob berwarna kuning?,58:01.0
425,Mengapa patrick berwarna merah jambu?,58:23.0
425,Mengapa hp asus rog lebih baik ketimbang razer 2?,59:35.0
425,"Mengapa pemain mobile legend rata"" bocah semua?",00:25.0
425,Mengapa game pau hampir di blacklist atau di blokir?,00:46.0
425,Mengapa game dota sangat mahal per itemnya untuk di beli???,01:36.0
529,Bagaimana cara mengatasi pusing?,52:01.0
529,Apa yang menyebabkan seseorang depresi?,54:43.0
481,Dari kota mana kita bisa mendapatkan makanan brem?,31:08.0
481,Bagaimana cara membuat blog di wordpress?,56:02.0
481,Bagaimana pandangan kalian mengenai AI shopia yang juga ingin berkuliah?,56:58.0
527,Bagaimana awal mula ada bahasa? Bahkan di Indonesia saja ada beribu bahasa daerah,06:14.0
529,Bagaimana cara sebuah produk bisa terkenal oleh orang orang tanpa promosi?,28:24.0
442,Seberapa penting pendidikan seks untuk anak anak di Indonesia?,38:24.0
442,Film apa yang berhubungan dengan fashion?,39:52.0
388,Apa yang dimaksud dengan akulturasi?,23:11.0
388,Apa yang dimaksud dengan asimilasi?,24:29.0
481,Makanan khas daerah Sumatera apa saja ya?,26:40.0
481,Makanan khas dari daerah Sulawesi apa aja ya?,29:42.0
481,"Bagaimana upaya pemerintah di daerah kalian dalam melestarikan budaya daerah seperti tarian, lagu, dsb?",35:56.0
388,Apa yang dimaksud dengan sikretisme?,37:07.0
388,Apa yang dimaksud majas hiperbola?,58:52.0
388,Lebih suka membaca buku motivasi atau novel? Sebutkan alasannya!,59:59.0
388,Apa yang dimaksud paragraf induktif?,01:06.0
388,Apa yang bisa kita lakukan untuk mengusir kebosanan?,02:44.0
376,Bagaimana cara ngilangin moody?,21:56.0
442,Adakah agama di Indonesia yang membolehkan LGBT?,38:53.0
442,Mengapa ekstrakulikuler dianggap penting?,53:50.0
529,Apa yang perlu pemerintah terapkan untuk mengatasi kasus pelanggaran HAM?,03:02.0
529,Apa yang harus dikembangkan lagi oleh indonesia untuk menjadi negara maju?,03:58.0
550,Berapa Standar Nilai TDS untuk air minum di Indonesia?,22:19.0
529,Bagaimana cara kita menyadarkan seseorang yang sudah kecanduan narkoba?,24:47.0
376,Menurut kalian di zaman kita sekarang ini budaya patriarki masih berlaku ngga sih?,42:48.0
388,Apa yang dimaksud dengan agrobisnis?,44:05.0
529,Bagaimana cara meningkatkan kualitas SDM?,50:57.0
376,"Kalian lebih suka belanja online atau belanja langsung ditempat supermarket, toko baju, atau mall???",13:57.0
376,Memurut kalian game yang bsia melatih kecerdasan otak apaan ya?,14:33.0
376,Gimana sih cara bedain mana yang kw dan ori??,19:00.0
388,Olah raga apa yang efektif untuk menurunkan berat badan?,20:08.0
376,Coba sebutin warna pastel yang kalian tau ?,34:45.0
442,"Bagaimana pendapat kalian mengenai lagu ""I Love You 3000""",38:13.0
442,Film kontroversial apa yang pemerannya anak-anak?,41:53.0
541,Apakah ada korban yang terkena virus corona,25:58.0
529,Apa yang harus kita teladani dari thomas alva edison?,29:08.0
455,"Marco Motta pemain ini dibeli untuk bermain Persija ,Persija harus mengeluarkan dana sebesar?",18:21.0
455,"Osvaldo haay untuk bermain dipersija, Persija harus mengeluarkan biaya sebesar?",20:18.0
455,Sepatu bola yang digunakan Marco Motta seharga?,20:55.0
582,Apa yang mesti kamu pilih pintar dari gadget atau dari guru? Gadget sendiri katanya berpengaruh pada kesehatan kita?,21:13.0
582,Bagaimana cara menciptakan rasa percaya diri dalam memulai sebuah usaha,23:51.0
481,Tempat wisata di Malang apa aja ya?,58:03.0
380,Apa yang dimaksud dengan Millenial Influencer?,07:29.0
380,"Benarkah dari dunia islam lah ilmu pengetahuan mengalami transmisi, diseminasi, dan poliferasi ke dunia Barat?",09:48.0
380,Bagaimana penjelasan terkait fisika newtonian?,11:11.0
380,Bagaimana maksud dari 'the ultimate theory'?,12:26.0
380,Siapakah penemu inspirasi 'unifikasi elektromagnetisme'?,13:17.0
380,"Apa maksud dari ungkapan ""Be water, my friend""?",14:10.0
380,Bagaimana bunyi pepatah dari Nietzsche yang sangat terkenal?,15:18.0
380,"Bagaimana pendapat kalian tentang ini, 'kebenaran yang tidak terorganisir akan kalah dengan kejahatan yang terorganisir' ?",16:49.0
481,Mengapa tubuh bisa lemas?,18:35.0
380,Apa yang kalian ketahui tentang state of youth?,18:53.0
481,Bagaimana cara menghindari kejahatan phising?,19:40.0
380,Apa yang benar-benar dekat dengan kita di setiap waktu ?,20:30.0
329,Apa sih bahaya blue light bagi mata?,42:39.0
481,Mengapa manusia bisa sombong?,05:11.0
481,Bagaimana cara menghindari sifat sombong?,05:47.0
529,Bagaimana pandangan islam mengenai hukuman mati untuk para narapidana?,07:12.0
376,Bagaimana cara menghadapi orang yang dingin?,20:11.0
376,Sebutkan yell2 pramuka yang kalian ingat !,20:45.0
481,Apa isi teori evolusi Darwin?,43:52.0
541,Siapa yang menciptakan HP jaman dulu,46:59.0
541,Negara apa yang paling tua,51:15.0
388,Apa perbedaan sosiologi dengan antropologi?,38:13.0
388,Apa perbedaan rekonsiliasi dengan mediasi?,48:13.0
388,Apa yang dimaksud dengan diksi?,55:12.0
569,"Bagaimana perkembangan kehidupan demokrasi di Indonesia saat ini, mengalami kemajuan atau sebaliknya kemunduran?",01:49.0
388,"Apa yang lebih kamu sukai, menonton film atau sinetron?",29:48.0
388,Siapa sastrawan yang kalian sukai?,50:16.0
541,Siapa Mentri pendidikan kita,07:49.0
388,Apa yang dimaksud dengan paham liberalisme?,39:56.0
388,Apa yang terjadi jika kita terlalu banyak makanan pedas?,42:48.0
388,Apa yang dimaksud dengan paham Demokrasi?,52:00.0
388,Olah raga apa yang cocok dilakukan saat sore hari?,58:38.0
388,Apa yang akan terjadi jika tubuh kekuranga,04:26.0
588,Apa yang kalian sukai. Bermain di pantai atau gunung?,45:10.0
588,Bagaimana cara kalian mengatur keuangan hari ini?,56:00.0
588,Bagaimana cara pertama mengelola laba dari hasil penjualan?,18:03.0
588,Apa saja buku yang kalian di bulan ini?,24:32.0
588,"Bagaimana cara kalian mengatasi tugas kuliah yang menumpuk, sedangkan deadline sudah mepet dan ternyata di satu sisi kalian seorang karyawan?",25:35.0
380,"Mengapa ketika matahari tepat di atas ka'bah, semua bayangan bersujud ke arah kiblat?",27:39.0
380,Bagaimana penjelasan terkait model pesawat luar angkasa versi al-Qur'an?,28:21.0
380,Bagaimana peta galaksi versi al-Qur'an?,28:49.0
380,Bagaimana bentuk ideal tata kota kerajaan versi al-Qur'an?,29:20.0
380,Apa pesan al-Qur'an pada rantai genetik manusia?,29:53.0
588,Apa saja yang perlu diperhatikan saat kita memulai magang?,33:00.0
588,Apakah bekerja harus sesuai dengan passion? Atau kita harus mencoba hal baru?,44:16.0
588,Apakah kalian suka membaca cerita di platform?,51:00.0
588,Apa saja yang kalian biasanya persiapkan untuk travelling pada jarak yang jauh dari tempat tinggal?,58:53.0
588,Apakah kalian memiliki pandangan khusus antara univesitas negri dan swasta?,00:32.0
588,Bagaimana cara kalian memahami seorang teman yang tidak mudah bergaul dan pemalu?,11:17.0
529,Bagaimana cara memilih pekerjaan? Berdasarkan bakat dan minat atau berdasarkan lowongan kerja yang ada?,22:26.0
529,Bagaimana agar kita paham berbahasa inggris?,41:46.0
529,Rekomendasi jurusan kuliah untuk Akuntansi?,14:08.0
455,Tanggal yang bagus untuk kita berlibur ditahun 2020?,14:53.0
455,Apakah ponsel perlahan-lahan dapat membunuh saya?,18:35.0
455,Apakah puasa termasuk cara yang baik untuk membersihkan tubuh dari racun secara berkala?,19:24.0
455,Apakah kanker payudara terjadi karena faktor keturunan?,19:43.0
455,Apakah diet vegetarian mendukung produksi protein pada tubuh?,21:00.0
455,Dapatkah tempat penitipan anak berisiko anak mengalami alergi dan infeksi musiman?,21:21.0
529,Hukuman apa yang seharusnya diberikan pemerintah kepada pelanggar ham?,35:22.0
529,Bagaimana cara mengungkapkan perasaan versi wanita,37:51.0
591,Mengapa angka hanya tersusun dari 0 sampai dengan 9?,40:21.0
529,Bagaimana cara menyerap pelajaran dengan cepat,41:00.0
529,"Menurutmu, berapa waktu efektif belajar di indonesia?",42:03.0
394,"Menurut teman-teman bagaimana caranya menjadi orang tua, teman, sahabat untuk anak remaja kita?",08:35.0
376,Menurut kalian valentine itu apa ?,58:14.0
388,Apa yang dimaksud dengan hedonisme?,09:05.0
388,Apa yang terjadi jika tubuh kekurangan karbohidrat?,13:43.0
401,Apa yang bias membuat kamu tenang selain dengan Sholat ?,14:54.0
401,"Peribahasa mengatakan "" Sekali menyelam minum air"", yang berarti ?",19:49.0
388,Apa yang dimaksud dengan sugesti?,20:17.0
401,"Jika dihadapkan dengan orang yang meludah didepan kita, apa yang kita lakukan ?",20:30.0
401,Berapa harga ikan termahal di Indonesia ?,21:02.0
401,Apa saja yang termasuk tumbuhan langka di Indonesia ?,21:33.0
401,Mengapa Raflesia termasuk jenis tanaman langka dan apa yang menyebabkan tumbuhan tsbt mengeluarkan bau ? dan ada dimana saja tumbuhan itu berada ?,22:28.0
401,"Jika diberi hadiah keliling negara, negara mana yang pertama kali kamu kunjungi ?",23:05.0
401,Apa yang menyebabkan virus corona terjadi ?,23:41.0
401,Berasal dari mana virus corona ?,24:06.0
401,Sudah ada obatkah untuk virus corona ?,24:21.0
401,Ciri-ciri terjangkit virus corona ?,24:37.0
401,Cara memakai masker apabila kita sakit dan apabila kita tidak sakit ?,25:00.0
401,Mengapa kalua ada hantu bulu kuduk kita merinding alias pada berdiri ?,04:15.0
388,Benarkah perempuan lebih suka belanja dari pada laki-laki?,38:43.0
388,Apa yang lebih kalian sukai soto ataukah rawon?,40:06.0
529,Kendaraan apa yang cocok untuk mengatasi kemacetan?alasannya?,53:14.0
388,Apa yang dibutuhkan untuk mulai membangun sebuah usaha?,54:52.0
588,"Bagaimana cara terbaik untuk menolak orang lain, karena keadaan kita yang tidak memungkin? Sehingga penolakan itu tidak menyakitinya?",46:21.0
593,"bagaimana menurut kalian tentang investasi di digital, seperti reksadana?",56:26.0
329,Apa yang membuat gigi tidak rata?,08:37.0
414,Apa yang mendasari  bank central dalam mencetak sejumlah yang ?,15:37.0
541,Bagaimana menghindari virus corona,47:58.0
541,Apa jaman ini jaman dusta?,57:29.0
577,"Apakah mitos atau fakta, wanita hanya butuh kehadiran pasangan nya untuk mengatasi badmoodnya?.",35:00.0
577,Apakah mitos atau fakta bahwa depresi bukanlah gangguan yang nyata?,36:34.0
577,Mengapa ilmu matemtika sangat berpengaruh dalam kehidupan?,38:24.0
591,Mengapa orang yang lebih tua selalu merasa paling benar?,01:32.0
481,Fakta atau mitos bahwa selasih bisa membantu meredakan sakit tenggorokan?,08:40.0
